0.5672945845004667 120 0.5
0.20678338001867394 120 0.25
0.07624416433239964 120 0.125
0.03447478991596633 120 0.0625
0.01985527544351071 120 0.03125
0.0162254901960784 120 0.015625
0.01778361344537812 120 0.0078125
0.019470121381886054 120 0.00390625
0.023647292250233376 120 0.001953125
0.028688141923435977 120 0.0009765625
0.034103641456582595 120 0.00048828125
0.04045051353874876 120 0.000244140625
0.04740079365079356 120 0.0001220703125
0.0549019607843136 120 6.103515625e-05
0.06302521008403345 120 3.0517578125e-05
0.07170868347338927 120 1.52587890625e-05
0.08095238095238082 120 7.62939453125e-06
0.09075630252100822 120 3.814697265625e-06
0.1011204481792715 120 1.9073486328125e-06
0.11204481792717061 120 9.5367431640625e-07
0.12352941176470557 120 4.76837158203125e-07
0.13557422969187663 120 2.384185791015625e-07
0.14817927170868345 120 1.1920928955078125e-07
0.16134453781512578 120 5.960464477539063e-08
0.17507002801120455 120 2.9802322387695312e-08
0.1893557422969184 120 1.4901161193847656e-08
0.20420168067226907 120 7.450580596923828e-09
0.2196078431372544 120 3.725290298461914e-09
0.2355742296918769 120 1.862645149230957e-09
0.2521008403361338 120 9.313225746154785e-10
0.2691876750700286 120 4.656612873077393e-10
0.28683473389355707 120 2.3283064365386963e-10
0.3050420168067232 120 1.1641532182693481e-10
0.32380952380952327 120 5.820766091346741e-11
0.3431372549019612 120 2.9103830456733704e-11
0.3630252100840329 120 1.4551915228366852e-11
0.38347338935574266 120 7.275957614183426e-12
0.404481792717086 120 3.637978807091713e-12
0.42605042016806743 120 1.8189894035458565e-12
0.44817927170868244 120 9.094947017729282e-13
0.4708683473389356 120 4.547473508864641e-13
0.4941176470588223 120 2.2737367544323206e-13
0.5179271708683474 120 1.1368683772161603e-13
0.5422969187675065 120 5.684341886080802e-14
0.5672268907563024 120 2.842170943040401e-14
0.5927170868347338 120 1.4210854715202004e-14
0.6187675070028008 120 7.105427357601002e-15
0.6453781512605031 120 3.552713678800501e-15
0.6725490196078426 120 1.7763568394002505e-15
0.7002801120448182 120 8.881784197001252e-16
0.7285714285714279 120 4.440892098500626e-16
0.7574229691876736 120 2.220446049250313e-16
0.7868347338935566 120 1.1102230246251565e-16
0.8168067226890763 120 5.551115123125783e-17
0.8473389355742287 120 2.7755575615628914e-17
0.8784313725490176 120 1.3877787807814457e-17
0.9100840336134441 120 6.938893903907228e-18
0.9422969187675077 120 3.469446951953614e-18
0.975070028011203 120 1.734723475976807e-18
0.9916666666666638 120 8.673617379884035e-19
