0.6434251843920002 0.7971101587206604 5 0.810027715726086
0.1053037874467434 0.3256339907653558 13 0.8819549560808055
0.7743027259149472 0.01609906986829257 13 0.9155398643419254
0.0017855716134643762 0.7620174858892735 9 0.3568274066356214
0.5033986198673042 0.1197080178417338 7 0.8149213135008041
0.2676302813393361 0.6518621377629953 13 0.7257105915213824
0.07023694264534774 0.03340532368360105 5 0.19538003400619652
0.04218671273041563 0.9824773760919773 5 0.9140801977150431
0.8595757505187434 0.9767966939494146 5 0.846065052203455
0.34656778642104824 0.5556736441233353 7 0.4497093326419651
0.8543059159933206 0.8794672856078352 5 0.25576858473942177
0.8770548882622198 0.005668240328482899 9 0.6078175701003121
0.0036630349849767763 0.14924297193734615 5 0.022692680380143715
0.48009547750958936 0.7891504361213637 5 0.6841377481344186
0.33657656065643504 0.6419270146721853 13 0.3490672689768912
0.30617224280913957 0.8719080695501268 9 0.35444959626902073
0.7849702061015585 0.40283789852436924 5 0.8501153884851116
0.4435614276131159 0.26329930662163525 13 0.5019396656562716
0.9017653944012423 0.28112603247329293 9 0.09301030625834206
0.07461167344636921 0.3697018757115106 5 0.13223872461065223
